Matt Serra,1033,Chris Lytle,984,25.057564525591136
Yushin Okami,1122,Kalib Starnes,971,19.074310596521528
Anderson Silva,1169,Rich Franklin,1071,17.329630118241955
Clay Guida,1027,Justin James,985,15.414359871202528
Spencer Fisher,1052,Dan Lauzon,986,16.240555857036796
Carmelo Marrero,997,Cheick Kongo,1069,31.843801876457377
Jon Fitch,1105,Kuniyoshi Hironaka,974,18.42685788110619
Kurt Pellegrino,1044,Junior Assuncao,991,15.79365001130202
Sean Sherk,1058,Kenny Florian,1142,32.47785320137256
Tito Ortiz,979,Ken Shamrock,978,27.808758476352434
Kendall Grove,1035,Chris Price,952,26.895985113390086
Thiago Alves,1180,John Alessio,990,20.289050084782104
Rory Singer,999,Josh Haynes,951,25.115128440785174
Jason MacDonald,1007,Ed Herman,1017,16.377657683414512
Nate Marquardt,1047,Crafton Wallace,986,16.06888731341464
Marcus Davis,1144,Forrest Petz,975,19.64340847293996
Matt Hamill,1045,Seth Petruzelli,974,16.41189781359031
Tony DeSouza,1000,Dustin Hazelett,1083,32.425402806983584
Eddie Sanchez,1000,Mario Neto,986,15.55237053667878
Melvin Guillard,1001,Gabe Ruediger,976,26.43752819461343
Tyson Griffin,1073,David Lee,964,17.698861124703832
Jorge Gurgel,997,Danny Abbadi,986,15.655818395976965
Rashad Evans,1129,Jason Lambert,953,19.860907445184527
Mike Swick,1084,David Loiseau,978,28.205871052229437
Roger Huerta,1126,Jason Dent,964,19.423728372877562
Matt Hughes,1004,BJ Penn,1061,31.0377401712708
Joe Lauzon,1081,Jens Pulver,957,29.21903058914797
Cheick Kongo,1085,Christian Wellisch,1013,16.446123104985478
Eric Schafer,1015,Rob MacDonald,976,25.63307552745129
Chuck Liddell,998,Renato Sobral,992,15.828087841076321
Forrest Griffin,1049,Stephan Bonnar,1038,15.655818395976965
Wilson Gouveia,1123,Wes Combs,989,18.524909897433368
David Heath,987,Cory Walmsley,977,27.296096139024183
Hermes Franca,1032,Jamie Varner,1002,26.150479364878116
Yushin Okami,1139,Alan Belcher,1039,17.396992810736446
Nick Diaz,1053,Josh Neer,977,26.494894794630387
Josh Koscheck,1079,Jonathan Goulet,988,17.093118827097204
Anthony Torres,1005,Pat Healy,976,26.207915896224332
Diego Sanchez,1056,Karo Parisyan,1042,15.55237053667878
Joe Riggs,1002,Jason Von Flue,976,26.38014640179387
Jake O'Brien,1030,Kristof Midoux,975,25.287810420557243
Chris Leben,1010,Jorge Santiago,971,15.310804496776063
Martin Kampmann,1087,Crafton Wallace,965,29.107094053150195
Dean Lister,1027,Yuki Sasaki,975,25.115128440785174
Forrest Petz,1001,Sammy Morgan,976,26.43752819461343
Tim Sylvia,1031,Andrei Arlovski,1058,29.38660806806484
Joshua Burkman,971,Josh Neer,963,15.759203789413757
Tito Ortiz,1004,Ken Shamrock,953,25.057564525591136
Drew Fickett,1028,Kurt Pellegrino,1021,27.467222007608445
Joe Stevenson,1063,Yves Edwards,987,16.582868831677068
Jeff Monson,1001,Anthony Perosh,950,25.057564525591136
Frank Mir,1088,Dan Christison,978,28.432069594183385
Hermes Franca,1048,Joe Jordan,986,16.10324500835451
Cheick Kongo,1103,Gilbert Aldana,988,17.898875199173222
Jon Fitch,1123,Thiago Alves,1168,17.564960360154284
Mark Hominick,1025,Jorge Gurgel,972,25.17269113521088
Josh Koscheck,1097,Dave Menne,974,18.163892136922694
Rob MacDonald,1002,Kristian Rothaermel,976,26.38014640179387
Jonathan Goulet,1004,Luke Cummo,992,15.6213422321801
Jorge Santiago,998,Justin Levens,977,26.666897420984338
Anderson Silva,1189,Chris Leben,1000,20.258780961896107
Rashad Evans,1147,Stephan Bonnar,1026,18.09782412506862
Jason Lambert,970,Branden Lee Hinkle,987,16.617014646566343
Rory Singer,1025,Ross Pointon,963,25.690599785337547
Luigi Fioravanti,1014,Solomon Hutcherson,985,15.034538715354682
Kendall Grove,1051,Ed Herman,1003,15.6213422321801
Mike Nickels,1002,Wes Combs,965,25.748116725858306
Kenny Florian,1163,Sam Stout,950,20.97129810796612
Kalib Starnes,997,Danny Abbadi,962,25.86312622161881
Matt Hamill,1062,Jesse Forbes,987,16.548706419328816
Michael Bisping,1140,Josh Haynes,942,20.529418466088835
Keith Jardine,1053,Wilson Gouveia,1111,17.99848701967632
